fold,task_idx,task_id,condition,wording,label,direction_type,control_id,alpha,test_mean_logprob,impl_mean_logprob,margin_impl_minus_test,delta_margin_from_baseline
0,3,task_003,paraphrase_impl,paraphrase,1,real,-1,-0.5,-1.505589246749878,-0.9079558849334717,0.5976333618164062,0.0023935437202453613
0,7,task_007,canonical_test,canonical,0,real,-1,-0.5,-0.949591338634491,-0.8490924835205078,0.10049885511398315,-0.006283164024353027
0,7,task_007,canonical_impl,canonical,1,real,-1,-0.5,-0.9516620635986328,-0.664836049079895,0.2868260145187378,-0.0076035261154174805
0,7,task_007,paraphrase_test,paraphrase,0,real,-1,-0.5,-0.9625190496444702,-0.841335654258728,0.12118339538574219,-0.005756080150604248
0,7,task_007,paraphrase_impl,paraphrase,1,real,-1,-0.5,-0.9373946189880371,-0.6908546090126038,0.24654000997543335,-0.009573280811309814
0,11,task_011,canonical_test,canonical,0,real,-1,-0.5,-1.288679599761963,-1.0593676567077637,0.22931194305419922,0.0007358789443969727
0,11,task_011,canonical_impl,canonical,1,real,-1,-0.5,-1.2946350574493408,-0.9364968538284302,0.35813820362091064,-0.01209801435470581
0,11,task_011,paraphrase_test,paraphrase,0,real,-1,-0.5,-1.4404551982879639,-1.0952428579330444,0.34521234035491943,0.002367734909057617
0,11,task_011,paraphrase_impl,paraphrase,1,real,-1,-0.5,-1.416749358177185,-0.9386943578720093,0.4780550003051758,0.0036621689796447754
0,15,task_015,canonical_test,canonical,0,real,-1,-0.5,-1.3366411924362183,-1.057782530784607,0.27885866165161133,-0.0038237571716308594
0,15,task_015,canonical_impl,canonical,1,real,-1,-0.5,-1.5124391317367554,-0.9434426426887512,0.5689964890480042,-0.011721253395080566
0,15,task_015,paraphrase_test,paraphrase,0,real,-1,-0.5,-1.3983469009399414,-0.9795520901679993,0.41879481077194214,0.001127004623413086
0,15,task_015,paraphrase_impl,paraphrase,1,real,-1,-0.5,-1.5816949605941772,-0.9473459720611572,0.63434898853302,0.0065343379974365234
0,19,task_019,canonical_test,canonical,0,real,-1,-0.5,-0.9777776598930359,-0.8600916266441345,0.11768603324890137,0.004001736640930176
0,19,task_019,canonical_impl,canonical,1,real,-1,-0.5,-0.9428373575210571,-0.643511950969696,0.2993254065513611,0.0026665925979614258
0,19,task_019,paraphrase_test,paraphrase,0,real,-1,-0.5,-0.9733688235282898,-0.8416500091552734,0.13171881437301636,-0.007125496864318848
0,19,task_019,paraphrase_impl,paraphrase,1,real,-1,-0.5,-0.9789220690727234,-0.7053681015968323,0.2735539674758911,-0.004813134670257568
0,23,task_023,canonical_test,canonical,0,real,-1,-0.5,-1.277669906616211,-1.0981417894363403,0.1795281171798706,0.00988006591796875
0,23,task_023,canonical_impl,canonical,1,real,-1,-0.5,-1.2265949249267578,-0.9276784062385559,0.2989165186882019,-0.0021879076957702637
0,23,task_023,paraphrase_test,paraphrase,0,real,-1,-0.5,-1.3499512672424316,-1.0477893352508545,0.30216193199157715,0.006376147270202637
0,23,task_023,paraphrase_impl,paraphrase,1,real,-1,-0.5,-1.272220492362976,-0.8702626824378967,0.40195780992507935,0.0007777214050292969
0,27,task_027,canonical_test,canonical,0,real,-1,-0.5,-1.2943215370178223,-1.0329530239105225,0.2613685131072998,0.0034905672073364258
0,27,task_027,canonical_impl,canonical,1,real,-1,-0.5,-1.4071029424667358,-0.8909963369369507,0.5161066055297852,-0.012614011764526367
0,27,task_027,paraphrase_test,paraphrase,0,real,-1,-0.5,-1.353759527206421,-0.9699082970619202,0.38385123014450073,-0.006806075572967529
0,27,task_027,paraphrase_impl,paraphrase,1,real,-1,-0.5,-1.5260529518127441,-0.9004306793212891,0.6256222724914551,-0.01819092035293579
0,31,task_031,canonical_test,canonical,0,real,-1,-0.5,-0.9281467795372009,-0.849059522151947,0.0790872573852539,0.00014215707778930664
0,31,task_031,canonical_impl,canonical,1,real,-1,-0.5,-0.9234466552734375,-0.682245671749115,0.2412009835243225,-0.0012295842170715332
0,31,task_031,paraphrase_test,paraphrase,0,real,-1,-0.5,-0.9898606538772583,-0.861275851726532,0.12858480215072632,0.005670905113220215
0,31,task_031,paraphrase_impl,paraphrase,1,real,-1,-0.5,-0.9381790161132812,-0.7136914730072021,0.2244875431060791,0.004284560680389404
0,35,task_035,canonical_test,canonical,0,real,-1,-0.5,-1.2764365673065186,-1.0733011960983276,0.20313537120819092,0.0011245012283325195
0,35,task_035,canonical_impl,canonical,1,real,-1,-0.5,-1.2670729160308838,-0.9473696351051331,0.31970328092575073,0.005406320095062256
0,35,task_035,paraphrase_test,paraphrase,0,real,-1,-0.5,-1.3489999771118164,-1.0476140975952148,0.30138587951660156,-0.0072983503341674805
0,35,task_035,paraphrase_impl,paraphrase,1,real,-1,-0.5,-1.3028305768966675,-0.8894479274749756,0.4133826494216919,-0.005758047103881836
0,39,task_039,canonical_test,canonical,0,real,-1,-0.5,-1.328418254852295,-1.074156641960144,0.2542616128921509,-0.0038486719131469727
0,39,task_039,canonical_impl,canonical,1,real,-1,-0.5,-1.4302890300750732,-0.9217633008956909,0.5085257291793823,0.0006430745124816895
0,39,task_039,paraphrase_test,paraphrase,0,real,-1,-0.5,-1.3863017559051514,-0.9930409789085388,0.39326077699661255,0.0011862516403198242
0,39,task_039,paraphrase_impl,paraphrase,1,real,-1,-0.5,-1.6331342458724976,-0.9393235445022583,0.6938107013702393,0.011852860450744629
0,43,task_043,canonical_test,canonical,0,real,-1,-0.5,-0.9558512568473816,-0.8749402761459351,0.08091098070144653,-0.00012755393981933594
0,43,task_043,canonical_impl,canonical,1,real,-1,-0.5,-0.9366983771324158,-0.6908223628997803,0.2458760142326355,5.829334259033203e-05
0,43,task_043,paraphrase_test,paraphrase,0,real,-1,-0.5,-0.9762448072433472,-0.866033136844635,0.11021167039871216,-0.005498111248016357
0,43,task_043,paraphrase_impl,paraphrase,1,real,-1,-0.5,-0.9763481020927429,-0.7184147238731384,0.2579333782196045,0.003163933753967285
0,47,task_047,canonical_test,canonical,0,real,-1,-0.5,-1.2879223823547363,-1.097994089126587,0.18992829322814941,-0.0022312402725219727
0,47,task_047,canonical_impl,canonical,1,real,-1,-0.5,-1.2482284307479858,-0.9356251955032349,0.312603235244751,0.0032101869583129883
0,47,task_047,paraphrase_test,paraphrase,0,real,-1,-0.5,-1.3426711559295654,-1.0362908840179443,0.3063802719116211,0.0037783384323120117
0,47,task_047,paraphrase_impl,paraphrase,1,real,-1,-0.5,-1.2632112503051758,-0.85578453540802,0.40742671489715576,0.0032045841217041016
0,3,task_003,canonical_test,canonical,0,real,-1,0.5,-1.2882293462753296,-1.0431643724441528,0.24506497383117676,0.0004220008850097656
0,3,task_003,canonical_impl,canonical,1,real,-1,0.5,-1.4131371974945068,-0.8940987586975098,0.5190384387969971,0.012114226818084717
0,3,task_003,paraphrase_test,paraphrase,0,real,-1,0.5,-1.3348968029022217,-0.9712681770324707,0.363628625869751,0.003169834613800049
